FilePath,Label
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133443.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133457.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133534.csv,0
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133547.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133559.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133631.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133711.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133737.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133750.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133821.csv,1
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133832.csv,0
/home/pi/wiringPi-BMI088/data/bowl/Sensor1_20240425-133845.csv,1
