FilePath,Label
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085439.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085455.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085510.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085522.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085540.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085552.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085605.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085621.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085633.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085644.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085655.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085719.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085731.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085743.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085754.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085822.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085834.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085847.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085900.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085912.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085927.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085939.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-085950.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-090002.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-090017.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-090044.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-090055.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-090107.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-090118.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-093852.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-093906.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-093927.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-093938.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-093950.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094003.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094021.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094035.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094051.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094106.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094136.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094148.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094201.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094213.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094224.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094256.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094308.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094321.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094335.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094346.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094404.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094428.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094440.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094452.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094503.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094514.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094524.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094536.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094603.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094616.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094632.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094644.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094655.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094706.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094718.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094730.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094742.csv,0
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094755.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-094806.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095141.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095153.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095207.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095218.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095229.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095241.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095252.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095303.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095314.csv,1
/home/pi/wiringPi-BMI088/data/toilet_roll/Sensor1_20240425-095326.csv,1
